,버스노선번호,몇번째 정류장,노선이름
2437,69,12,쌍용한라동백아파트
2438,69,13,광명아파트
2439,69,14,천안컨벤션센터
2440,69,15,일성아파트
2441,69,16,계광중학교
2442,69,17,대우5차아파트
2443,69,18,국민은행 성정점
2444,69,19,구상골사거리
2445,69,20,성정선경아파트
2446,69,21,성정현대아파트
2447,69,22,여성회관
2448,69,23,성정중학교
2449,69,24,펜타폴리스 2차
2450,69,25,두정대우1차아파트
2451,69,26,두정역
2452,69,27,두정역입구
2453,69,28,이안아파트 코아루아파트
2454,69,29,역말오거리
2455,69,30,신부우방아파트
2456,69,31,신부청광아파트
2457,69,32,신부청광아파트
2458,69,33,종합터미널
2459,69,34,대림한숲아파트
2460,69,35,천안톨게이트
2461,69,36,상명대학교
2462,69,37,단국대치대병원
2463,69,38,단대병원
2464,70,1,천안역
2465,70,2,삼도상가
2466,70,3,복자여자중고등학교
2467,70,4,방죽안오거리
2468,70,5,종합터미널
2469,70,6,대림한숲아파트
2470,70,7,도솔광장
2471,70,8,천안톨게이트
2472,70,9,상명대학교
2473,70,10,단국대치대병원
2474,70,11,단대병원
2475,70,12,오승빌라
2476,70,13,성거육영아파트
2477,70,14,망향의동산
2478,70,15,오성원룸
2479,70,16,청광산업
2480,70,17,송남리
2481,70,18,남창마을
2482,70,19,북천안자이에뜨
2483,70,20,충남예술고등학교
2484,70,21,성거도서관
2485,70,22,천흥리
2486,70,23,수청거리
2487,70,24,아느칸빌아파트
2488,70,25,천흥공단
2489,70,26,청호포도마을아파트
2490,70,27,오목리
2491,70,28,극락정사
2492,70,29,수리고개
2493,70,30,시장2리
2494,70,31,신덕2리
2495,70,32,효계리(동계리)
2496,70,33,입장면행정복지센터
2497,70,34,입장사거리
2498,70,35,입장
2499,70,36,입장회차지
2500,71,1,입장(회차지)
2501,71,2,입장
2502,71,3,입장양진유통
2503,71,4,초원아파트
2504,71,5,효계리(동계리)
2505,71,6,신덕2리
2506,71,7,시장2리
2507,71,8,수리고개
2508,71,9,극락정사
2509,71,10,오목리
2510,71,11,청호포도마을아파트
2511,71,12,천흥공단
2512,71,13,아느칸빌아파트
2513,71,14,수청거리
2514,71,15,삼일아파트
2515,71,16,성거초등학교
2516,71,17,충남예술고등학교
2517,71,18,남창마을
2518,71,19,송남리
2519,71,20,청구빌라
2520,71,21,석교2리
2521,71,22,망향의동산
2522,71,23,성거육영아파트
2523,71,24,요방1리입구
2524,71,25,요방3리
2525,71,26,단대병원
2526,71,27,상명대학교
2527,71,28,천안톨게이트
2528,71,29,도솔광장
2529,71,30,대림한숲아파트
2530,71,31,종합터미널
2531,71,32,방죽안오거리
2532,71,33,복자여자중고등학교
2533,71,34,삼도상가
2534,71,35,천안역
2535,71,36,동남구보건소
2536,71,37,버들육거리
2537,71,38,청과시장
2538,71,39,농협원성점
2539,71,40,우성VIP 아파트
2540,71,41,천안여중입구
2541,71,42,원성극동아파트
2542,71,43,교보사거리
2543,71,44,천안제일고등학교
2544,71,45,동남구보건소
2545,71,46,천안역
2546,72,1,신부경남아파트
2547,72,2,천안중학교
2548,72,3,교보생명
2549,72,4,천안제일고등학교
2550,72,5,동남구보건소
2551,72,6,천안역
2552,72,7,삼도상가
2553,72,8,복자여자중고등학교
2554,72,9,방죽안오거리
2555,72,10,종합터미널
2556,72,11,대림한숲아파트
2557,72,12,도솔광장
2558,72,13,천안톨게이트
2559,72,14,상명대학교
2560,72,15,단국대치대병원
2561,72,16,단대병원
2562,72,17,오승빌라
2563,72,18,성거육영아파트
2564,72,19,망향의동산
2565,72,20,오성원룸
2566,72,21,청광산업
2567,72,22,송남리
2568,72,23,남창마을
2569,72,24,북천안자이에뜨
2570,72,25,충남예술고등학교
2571,72,26,성거도서관
2572,72,27,천흥리
2573,72,28,수청거리
2574,72,29,아느칸빌아파트
2575,72,30,천흥공단
2576,72,31,청호포도마을아파트
2577,72,32,오목리
2578,72,33,극락정사
2579,72,34,수리고개
2580,72,35,시장2리
2581,72,36,신덕2리
2582,72,37,효계리(동계리)
2583,72,38,입장면행정복지센터
2584,72,39,입장사거리
2585,72,40,유리
2586,72,41,삼원빌라
2587,72,42,독정리
2588,72,43,독정리입구
2589,72,44,구독정
2590,72,45,구송산
2591,72,46,하송산
2592,72,47,하송산
2593,72,48,강덕리
2594,72,49,양변리입구
2595,72,50,금화아파트
2596,72,51,미양농공단지
2597,72,52,보체리입구
2598,72,53,태양비철
2599,72,54,도예공방
2600,72,55,구수리
2601,72,56,안성제2공단
2602,72,57,계동.안성제2산업단지입구
2603,72,58,계동입구
2604,72,59,가온고교
2605,72,60,도기동
2606,72,61,인지사거리
2607,72,62,서광아파트
2608,72,63,시민회관
2609,72,64,한마음세차장
2610,73,1,봉산로타리.안성시청
2611,73,2,시민회관.보건소
2612,73,3,서광아파트
2613,73,4,인지사거리
2614,73,5,도기동
2615,73,6,가온고교
2616,73,7,계동입구
2617,73,8,계동.안성제2산업단지입구
2618,73,9,롯데칠성
2619,73,10,안성제2산업단지
2620,73,11,구수리
2621,73,12,도예공방
2622,73,13,농협안성물류단지
2623,73,14,보체리입구
2624,73,15,미양농공단지
2625,73,16,금화마을
2626,73,17,양변리입구
2627,73,18,강덕리
2628,73,19,하송산
2629,73,20,하송산
2630,73,21,구송산
2631,73,22,구독정
2632,73,23,독정리
2633,73,24,독정리
2634,73,25,삼원빌라
2635,73,26,유리
2636,73,27,입장양진유통
2637,73,28,초원아파트
2638,73,29,효계리(동계리)
2639,73,30,신덕2리
2640,73,31,시장2리
2641,73,32,수리고개
2642,73,33,극락정사
2643,73,34,오목리
2644,73,35,청호포도마을아파트
2645,73,36,천흥공단
2646,73,37,아느칸빌아파트
2647,73,38,수청거리
2648,73,39,삼일아파트
2649,73,40,성거초등학교
2650,73,41,충남예술고등학교
2651,73,42,남창마을
2652,73,43,송남리
2653,73,44,청구빌라
2654,73,45,석교2리
2655,73,46,망향의동산
2656,73,47,성거육영아파트
2657,73,48,요방1리입구
2658,73,49,요방3리
2659,73,50,단대병원
2660,73,51,상명대학교
2661,73,52,천안톨게이트
2662,73,53,도솔광장
2663,73,54,대림한숲아파트
2664,73,55,종합터미널
2665,73,56,방죽안오거리
2666,73,57,복자여자중고등학교
2667,73,58,삼도상가
2668,73,59,천안역
2669,73,60,동남구보건소
2670,73,61,천안제일고등학교
2671,73,62,버들로
2672,73,63,교보생명
2673,73,64,중앙고등학교
2674,73,65,신부경남아파트
2675,74,1,청당벽산아파트
2676,74,2,청삼교차로
2677,74,3,한양수자인
2678,74,4,대전지방검찰청천안지청
2679,74,5,청룡동행정복지센터
2680,74,6,동남경찰서
2681,74,7,청수극동2차아파트
2682,74,8,청수초등학교
2683,74,9,만수사
2684,74,10,용곡아이파크아파트
2685,74,11,용곡동일4단지아파트
2686,74,12,용곡한라비발디아파트
2687,74,13,현대 향촌아파트정문
2688,74,14,현대향촌아파트
2689,74,15,성지새말아파트
2690,74,16,쌍용동 이마트
2691,74,17,쌍용동사거리
2692,74,18,쌍용초등학교
2693,74,19,용암마을
2694,74,20,불당 한성아파트
2695,74,21,월봉고등학교
2696,74,22,갤러리아백화점
2697,74,23,불당시티프라디움3차
2698,74,24,불당중흥2차프라디움
2699,74,25,아산역
2700,74,26,패션2광장
2701,74,27,충남북부상공회의소
2702,74,28,천안교육지원청
2703,74,29,불당한성아파트
2704,74,30,불당동행정복지센터
2705,74,31,불당동일하이빌3단지
2706,74,32,불당동일하이빌2단지
2707,74,33,트윈팰리스
2708,74,34,천안시청 서북구보건소
2709,74,35,천안시청
2710,74,36,천안시청시의회
2711,74,37,시청앞사거리
2712,74,38,불당신도시
2713,74,39,호반센트로포레
2714,74,40,호반센트로포레
2715,74,41,불당이안아파트
2716,74,42,원랜드패션몰
2717,74,43,백석농공단지
2718,75,1,백석농공단지
2719,75,2,원랜드패션몰
2720,75,3,불당리더힐스
2721,75,4,불당이안아파트
2722,75,5,호반센트로포레
2723,75,6,린스트라우스
2724,75,7,불당신도시
2725,75,8,시청앞사거리
2726,75,9,천안시청시의회
2727,75,10,천안시청
2728,75,11,천안시청 서북구보건소
2729,75,12,트윈팰리스
2730,75,13,불당아이파크
2731,75,14,불당대동아파트108동앞
2732,75,15,불당대동다숲
2733,75,16,불당한성아파트
2734,75,17,천안교육지원청
2735,75,18,충남북부상공회의소
2736,75,19,패션2광장
2737,75,20,아산역
2738,75,21,펜타포트
2739,75,22,서당골
2740,75,23,갤러리아백화점
2741,75,24,불당동문화카페거리
2742,75,25,월봉중학교
2743,75,26,한화꿈에그린아파트
2744,75,27,월봉청솔아파트
2745,75,28,용암마을
2746,75,29,쌍용한라동백아파트
2747,75,30,쌍용동사거리
2748,75,31,쌍용동 이마트
2749,75,32,성지새말아파트
2750,75,33,현대 향촌아파트
2751,75,34,한라 동백2차아파트정문
2752,75,35,용곡한라비발디후문
2753,75,36,용곡한라비발디아파트
2754,75,37,용곡동일4단지아파트
2755,75,38,만수사
2756,75,39,용곡아이파크아파트
2757,75,40,청수초등학교
2758,75,41,청수극동2차아파트
2759,75,42,동남경찰서
2760,75,43,청룡동행정복지센터
2761,75,44,대전지방법원천안지원
2762,75,45,한양수자인
2763,75,46,청당초등학교입구
2764,75,47,천안우리병원
2765,75,48,청당벽산아파트
2766,76,1,송남리
2767,76,2,충남예술고등학교
2768,76,3,성거도서관
2769,76,4,천흥리
2770,76,5,성 거  SKC
2771,76,6,성거읍행정복지센터
2772,76,7,송남리
2773,76,8,문덕1리입구
2774,76,9,문덕리
2775,76,10,문덕리
2776,76,11,성거하늘빛아파트
2777,76,12,거봉주유소
2778,76,13,문덕1리
2779,76,14,문덕2리
2780,76,15,석교1리
2781,76,16,망향휴게소
2782,76,17,요방1리
2783,76,18,요방1리입구
2784,76,19,요방3리
2785,76,20,단대병원
2786,76,21,상명대학교
2787,76,22,천안톨게이트
2788,76,23,도솔광장
2789,76,24,대림한숲아파트
2790,76,25,종합터미널
2791,77,1,종합터미널
2792,77,2,대림한숲아파트
2793,77,3,천안톨게이트
2794,77,4,상명대학교
2795,77,5,단국대치대병원
2796,77,6,단대병원
2797,77,7,오승빌라
2798,77,8,요방1리
2799,77,9,망향휴게소
2800,77,10,석교1리
2801,77,11,문덕2리
2802,77,12,문덕1리
2803,77,13,거봉주유소
2804,77,14,성거하늘빛아파트
2805,77,15,문덕리
2806,77,16,송남리
2807,77,17,성거읍행정복지센터
2808,77,18,성거 SKC
2809,77,19,삼일아파트
2810,77,20,성거초등학교
2811,77,21,충남예술고등학교
2812,77,22,송남리
2813,78,1,성거도서관
2814,78,2,천흥리
2815,78,3,성 거  SKC
2816,78,4,성거읍행정복지센터
2817,78,5,저리2리(모시울)
2818,78,6,정촌리(케이테크)
2819,78,7,정촌리
2820,78,8,여송산업
2821,78,9,천안장례식장
2822,78,10,모전리
2823,78,11,모전리
2824,78,12,판정교
2825,78,13,모전리(익선원)
2826,78,14,거봉포도마을(서원산업)
2827,78,15,성거모전2리
2828,78,16,신덕3리
2829,78,17,연합아파트
2830,78,18,신덕1리
2831,78,19,입장사거리
2832,78,20,입장
2833,78,21,입장회차지
2834,79,1,입장회차지
2835,79,2,입장
2836,79,3,입장사거리
2837,79,4,신덕1리
2838,79,5,연합아파트
2839,79,6,신두2리
2840,79,7,입장신두리(율목)
2841,79,8,거봉포도마을(서원산업)
2842,79,9,모전리(익선원)
2843,79,10,판정교
2844,79,11,모전리
2845,79,12,모전리
2846,79,13,천안장례식장
2847,79,14,여송산업
2848,79,15,정촌리
2849,79,16,정촌리(케이테크)
2850,79,17,저리2리(모시울)
2851,79,18,성거읍행정복지센터
2852,79,19,성거 SKC
2853,79,20,삼일아파트
2854,79,21,성거초등학교
2855,80,1,입장(회차지)
2856,80,2,입장
2857,80,3,입장사거리
2858,80,4,신덕1리
2859,80,5,연합아파트
2860,80,6,신두2리
2861,80,7,입장신두리(율목)
2862,80,8,거봉포도마을(서원산업)
2863,80,9,모전리(익선원)
2864,80,10,판정교
2865,80,11,모전리
2866,80,12,천안장례식장
2867,80,13,여송산업
2868,80,14,정촌리
2869,80,15,저리2리(모시울)
2870,80,16,성거읍행정복지센터
2871,80,17,성거 SKC
2872,80,18,삼일아파트
2873,80,19,성거초등학교
2874,81,1,성거도서관
2875,81,2,천흥리
2876,81,3,성 거  SKC
2877,81,4,성거읍행정복지센터
2878,81,5,저리2리(모시울)
2879,81,6,정촌리
2880,81,7,여송산업
2881,81,8,천안장례식장
2882,81,9,모전리
2883,81,10,판정교
2884,81,11,모전리(익선원)
2885,81,12,거봉포도마을(서원산업)
2886,81,13,성거모전2리
2887,81,14,신덕3리
2888,81,15,연합아파트
2889,81,16,신덕1리
2890,81,17,입장사거리
2891,81,18,입장
2892,81,19,입장회차지
2893,82,1,삼곡리종점
2894,82,2,판정리
2895,82,3,판정교
2896,82,4,모전리(익선원)
2897,82,5,거봉포도마을(서원산업)
2898,82,6,성거모전2리
2899,82,7,신덕3리
2900,82,8,연합아파트
2901,82,9,신덕1리
2902,82,10,입장사거리
2903,82,11,입장
2904,82,12,입장회차지
2905,83,1,입장(회차지)
2906,83,2,입장
2907,83,3,입장사거리
2908,83,4,신덕1리
2909,83,5,연합아파트
2910,83,6,신두2리
2911,83,7,입장신두리(율목)
2912,83,8,거봉포도마을(서원산업)
2913,83,9,모전리(익선원)
2914,83,10,판정교
2915,83,11,판정리
2916,83,12,삼곡리종점
2917,84,1,입장
2918,84,2,입장회차지
2919,84,3,기로1리(기로)
2920,84,4,기로리 양달말
2921,84,5,한성아파트
2922,84,6,도림2리(신대)
2923,84,7,도림1리
2924,84,8,도림1리(보통거리)
2925,84,9,도림리
2926,84,10,청룡(종점)
2927,85,1,청룡(종점)
2928,85,2,도림리
2929,85,3,도림1리(보통거리)
2930,85,4,도림1리
2931,85,5,도림2리(신대)
2932,85,6,한성아파트
2933,85,7,기로리 양달말
2934,85,8,기로1리(기로)
2935,85,9,입장회차지
2936,85,10,입장(회차지)
2937,85,11,입장
2938,86,1,도림2리
2939,86,2,도림2리(신대)
2940,86,3,한성아파트
2941,86,4,기로리 양달말
2942,86,5,기로1리(기로)
2943,86,6,입장회차지
2944,86,7,입장(회차지)
2945,86,8,입장
2946,87,1,입장
2947,87,2,입장회차지
2948,87,3,기로1리(기로)
2949,87,4,기로리 양달말
2950,87,5,한성아파트
2951,87,6,도림2리(신대)
2952,87,7,도림2리
2953,88,1,입장
2954,88,2,입장회차지
2955,88,3,기로1리(기로)
2956,88,4,기로리 양달말
2957,88,5,한성아파트
2958,88,6,주성레이크빌아파트
2959,88,7,양대리입구
2960,88,8,양대리
2961,88,9,양대리(양대)
2962,88,10,양대리(종점)
2963,89,1,양대리
2964,89,2,양대리(양대)
2965,89,3,양대리
2966,89,4,양대리입구
2967,89,5,주성레이크빌아파트
2968,89,6,한성아파트
2969,89,7,기로리 양달말
2970,89,8,기로1리(기로)
2971,89,9,입장(회차지)
2972,89,10,입장
2973,90,1,양대리
2974,90,2,양대리(양대)
2975,90,3,양대리
2976,90,4,양대리입구
2977,90,5,한국생산기술연구원
2978,90,6,한국생산기술연구원
2979,90,7,주성레이크빌아파트
2980,90,8,한성아파트
2981,90,9,기로리 양달말
2982,90,10,기로1리(기로)
2983,90,11,입장(회차지)
2984,90,12,입장
2985,91,1,입장
2986,91,2,입장회차지
2987,91,3,기로1리(기로)
2988,91,4,기로리 양달말
2989,91,5,한성아파트
2990,91,6,주성레이크빌아파트
2991,91,7,한국생산기술연구원
2992,91,8,한국생산기술연구원
2993,91,9,양대리입구
2994,91,10,양대리
2995,91,11,양대리(양대)
2996,91,12,양대리(종점)
2997,92,1,호당리
2998,92,2,호당1리
2999,92,3,시장1리
3000,92,4,시장1리
3001,92,5,호당2리(당곡)
3002,92,6,시장리(전원주택단지)
3003,92,7,효계리(효아촌)
3004,92,8,효계리
3005,92,9,시장2리
3006,92,10,홍천리입구
3007,92,11,입장면행정복지센터
3008,92,12,입장사거리
3009,92,13,입장
3010,92,14,입장회차지
3011,93,1,입장(회차지)
3012,93,2,입장
3013,93,3,입장양진유통
3014,93,4,초원아파트
3015,93,5,홍천리입구
3016,93,6,시장2리
3017,93,7,효계리
3018,93,8,효계리(효아촌)
3019,93,9,시장리(전원주택단지)
3020,93,10,호당2리(당곡)
3021,93,11,시장1리(도장골)
3022,93,12,시장1리
3023,93,13,호당1리
3024,93,14,호당리
3025,94,1,성환리(성환터미널)
3026,94,2,성월1리
3027,94,3,성월리
3028,94,4,학정리
3029,94,5,대홍저수지
3030,94,6,수향리
3031,94,7,천안연암대학교
3032,94,8,도하3리
3033,94,9,도하1리(도감말)
3034,94,10,가산리 입구
3035,94,11,산정1리(산우물)
3036,94,12,흑암리
3037,94,13,흑암리
3038,94,14,가산1리(토산)
3039,94,15,용정1리(강당)
3040,94,16,용정2리(불구머리)
3041,94,17,용정2리
3042,94,18,신두1리
3043,94,19,연합아파트
3044,94,20,신덕1리
3045,94,21,입장사거리
3046,94,22,입장
3047,94,23,입장회차지
3048,95,1,입장(회차지)
3049,95,2,입장
3050,95,3,입장사거리
3051,95,4,신덕1리
3052,95,5,연합아파트
3053,95,6,신두1리
3054,95,7,용정2리
3055,95,8,용정2리(불구머리)
3056,95,9,용정1리(강당)
3057,95,10,가산1리(토산)
3058,95,11,흑암리
3059,95,12,흑암리
3060,95,13,산정1리(산우물)
3061,95,14,가산리 입구
3062,95,15,도하1리(도감말)
3063,95,16,도하3리
3064,95,17,천안연암대학교
3065,95,18,수향3리
3066,95,19,수향2리
3067,95,20,수향리
3068,95,21,대홍저수지
3069,95,22,학정리
3070,95,23,성월리
3071,95,24,성월1리
3072,95,25,성환터미널
3073,96,1,입장(회차지)
3074,96,2,입장
3075,96,3,입장사거리
3076,96,4,신덕1리
3077,96,5,연합아파트
3078,96,6,신두1리
3079,96,7,용정2리
3080,96,8,용정2리(불구머리)
3081,96,9,용정1리(강당)
3082,96,10,가산1리(토산)
3083,96,11,흑암리
3084,96,12,흑암리
3085,96,13,산정1리(산우물)
3086,96,14,양령리
3087,96,15,연곡1리(연봉입구)
3088,96,16,연곡1리(연봉입구)
3089,96,17,양령리
3090,96,18,가산리 입구
3091,96,19,도하1리(도감말)
3092,96,20,도하3리
3093,96,21,천안연암대학교
3094,96,22,수향리
3095,96,23,대홍저수지
3096,96,24,학정리
3097,96,25,성월리
3098,96,26,성월1리
3099,96,27,성환터미널
3100,97,1,성환리(성환터미널)
3101,97,2,성월1리
3102,97,3,성월리
3103,97,4,학정리
3104,97,5,대홍저수지
3105,97,6,수향리
3106,97,7,천안연암대학교
3107,97,8,도하3리
3108,97,9,도하1리(도감말)
3109,97,10,가산리 입구
3110,97,11,양령리
3111,97,12,연곡1리(연봉입구)
3112,97,13,연곡1리(연봉입구)
3113,97,14,양령리
3114,97,15,산정1리(산우물)
3115,97,16,흑암리
3116,97,17,흑암리
3117,97,18,가산1리(토산)
3118,97,19,용정1리(강당)
3119,97,20,용정2리(불구머리)
3120,97,21,용정2리
3121,97,22,신두1리
3122,97,23,연합아파트
3123,97,24,신덕1리
3124,97,25,입장사거리
3125,97,26,입장
3126,97,27,입장회차지
3127,98,1,신부동회차지
3128,98,2,단국대 삼거리
3129,98,3,옹골부락
3130,98,4,천안톨게이트
3131,98,5,안서동보아파트
3132,98,6,호서대(천안)
3133,98,7,안서코아루
3134,98,8,"부경파크빌,안서e편한세상,성불사"
3135,98,9,안서코아루
3136,98,10,호서대(천안)
3137,98,11,안서동보아파트
3138,98,12,천안톨게이트
3139,98,13,도솔광장
3140,98,14,대림한숲아파트
3141,98,15,종합터미널
3142,98,16,방죽안오거리
3143,98,17,복자여자중고등학교
3144,98,18,삼도상가
3145,98,19,천안역 동부광장
3146,98,20,온양나드리
3147,98,21,남산중앙시장
3148,98,22,영성로
3149,98,23,남부오거리
3150,98,24,우성VIP 아파트
3151,98,25,삼룡교
3152,98,26,구성초등학교
3153,98,27,구성신성아파트
3154,98,28,천안동중학교
3155,98,29,천안삼거리공원
3156,98,30,삼룡동새마을회관
3157,98,31,"천안의료원,고려신학대학원"
3158,98,32,천안삼거리장례식장
3159,98,33,응원리
3160,98,34,세광엔리치빌
3161,98,35,동우아파트
3162,99,1,동우아파트
3163,99,2,세광엔리치빌
3164,99,3,응원리
3165,99,4,천안삼거리장례식장
3166,99,5,"천안의료원,고려신학대학원"
3167,99,6,삼룡동새마을회관
3168,99,7,천안삼거리공원
3169,99,8,천안동중학교
3170,99,9,구성신성아파트
3171,99,10,구성초등학교
3172,99,11,구성동중앙신협
3173,99,12,우성VIP 아파트
3174,99,13,남산축협
3175,99,14,천안중앙시장
3176,99,15,온양나드리
3177,99,16,천안역 동부광장
3178,99,17,삼도상가
3179,99,18,복자여자중고등학교
3180,99,19,방죽안오거리
3181,99,20,종합터미널
3182,99,21,대림한숲아파트
3183,99,22,천안톨게이트
3184,99,23,안서동보아파트
3185,99,24,호서대(천안)
3186,99,25,안서코아루
3187,99,26,"부경파크빌,안서e편한세상,성불사"
3188,100,1,청룡(종점)
3189,100,2,도림리
3190,100,3,도림리
3191,100,4,도림1리(보통거리)
3192,100,5,도림1리
3193,100,6,도림2리
3194,100,7,도림2리(신대)
3195,100,8,한성아파트
3196,100,9,기로리 양달말
3197,100,10,기로1리(기로)
3198,100,11,입장회차지
3199,100,12,입장(회차지)
3200,100,13,입장
3201,101,1,입장
3202,101,2,입장회차지
3203,101,3,기로1리(기로)
3204,101,4,기로리 양달말
3205,101,5,한성아파트
3206,101,6,도림2리(신대)
3207,101,7,도림2리
3208,101,8,도림1리
3209,101,9,도림1리(보통거리)
3210,101,10,도림리
3211,101,11,도림리
3212,101,12,청룡(종점)
3213,102,1,남창저수지
3214,102,2,남창녹색농촌체험마을
3215,102,3,남창마을
3216,102,4,북천안자이에뜨
3217,102,5,충남예술고등학교
3218,102,6,성거도서관
3219,102,7,천흥리
3220,102,8,성 거  SKC
3221,102,9,성거읍행정복지센터
3222,102,10,천안저리보금자리아파트
3223,102,11,오색당리
3224,102,12,천안장례식장
3225,102,13,모전리
3226,102,14,모전1리마을회관
3227,102,15,모전2리마을회관
3228,102,16,모전2리
3229,102,17,신덕3리
3230,102,18,연합아파트
3231,102,19,신덕1리
3232,102,20,입장사거리
3233,102,21,입장
3234,103,1,입장
3235,103,2,입장사거리
3236,103,3,신덕1리
3237,103,4,연합아파트
3238,103,5,신두2리
3239,103,6,모전2리
3240,103,7,모전2리마을회관
3241,103,8,모전1리마을회관
3242,103,9,모전리
3243,103,10,천안장례식장
3244,103,11,오색당리
3245,103,12,천안저리보금자리아파트
3246,103,13,성거읍행정복지센터
3247,103,14,성거 SKC
3248,103,15,삼일아파트
3249,103,16,성거초등학교
3250,103,17,충남예술고등학교
3251,103,18,남창마을
3252,103,19,남창녹색농촌체험마을
3253,103,20,남창저수지
3254,104,1,천안역 서부광장
3255,104,2,공작아파트 입구
3256,104,3,천고사거리
3257,104,4,천안고등학교
3258,104,5,일성아파트
3259,104,6,시영1차아파트
3260,104,7,천안컨벤션센터
3261,104,8,주공7단지
3262,104,9,라이프아파트
3263,104,10,주공9단지
3264,104,11,주공9단지
3265,104,12,파크밸리동일하이빌
3266,104,13,불당호반아파트
3267,104,14,불당동일하이빌3단지
3268,104,15,불당아이파크후문
3269,104,16,호반더퍼스트
3270,104,17,천안불당고
3271,104,18,불당지웰시티5블럭
3272,104,19,불당지웰시티4블럭
3273,104,20,LH천년나무7단지
3274,104,21,파크푸르지오2단지
3275,104,22,불당금호어울림
3276,104,23,LH행복주택
3277,104,24,불당리더힐스
3278,104,25,불당이안아파트
3279,104,26,호반센트로포레
3280,104,27,린스트라우스
3281,104,28,불당신도시
3282,104,29,시청앞사거리
3283,104,30,천안시청시의회
3284,104,31,천안시청
3285,104,32,백석11단지
3286,104,33,벽산블루밍아파트
3287,104,34,백석이수아파트
3288,104,35,백석푸르지오아파트
3289,104,36,백석더샵아파트
3290,104,37,백석아이파크
3291,104,38,"리슈빌,아이파크"
3292,104,39,백석중흥아파트
3293,104,40,이마트 서북점
3294,104,41,두정대림2차아파트
3295,104,42,천안시장애인종합복지관
3296,104,43,두정우성아파트
3297,104,44,두정도서관
3298,104,45,펜타폴리스 2차
3299,104,46,두정아크로텔
3300,104,47,성정공원
3301,104,48,천안고용센터
3302,104,49,서부19길입구
3303,104,50,천안세관
3304,104,51,대우목화아파트
3305,104,52,봉정사거리
3306,104,53,우방아이유셀아파트
3307,104,54,종합터미널
3308,105,1,고속터미널
3309,105,2,봉정사거리
3310,105,3,성정대우목화
3311,105,4,천안세관
3312,105,5,서부19길입구
3313,105,6,신라스테이(인쇄창)
3314,105,7,성정공원
3315,105,8,두정아크로텔
3316,105,9,두정대림아파트
3317,105,10,두정도서관
3318,105,11,두정고등학교
3319,105,12,두정한성아파트
3320,105,13,성성레이크타운2차푸르지오아파트
3321,105,14,성성레이크타운3차푸르지오A
3322,105,15,이마트 서북점
3323,105,16,두정대림2차아파트
3324,105,17,계룡리슈빌
3325,105,18,백석푸르지오아파트
3326,105,19,백석이수아파트입구
3327,105,20,브라운스톤아파트
3328,105,21,벽산블루밍아파트
3329,105,22,종합운동장
3330,105,23,백석11단지
3331,105,24,천안시청
3332,105,25,천안시청시의회
3333,105,26,시청앞사거리
3334,105,27,불당신도시
3335,105,28,호반센트로포레
3336,105,29,호반센트로포레
3337,105,30,불당이안아파트
3338,105,31,불당리더힐스
3339,105,32,지웰푸르지오정문
3340,105,33,지웰푸르지오후문
3341,105,34,LH천년나무7단지
3342,105,35,불당지웰더샵
3343,105,36,호반써밋플레이스
3344,105,37,천안불당고
3345,105,38,호반더퍼스트
3346,105,39,불당아이파크후문
3347,105,40,불당대동아파트108동앞
3348,105,41,불당대원아파트
3349,105,42,뜨란채아파트 후문
3350,105,43,뜨란채아파트
3351,105,44,쌍용중학교
3352,105,45,라이프아파트
3353,105,46,주공7단지
3354,105,47,천안컨벤션센터
3355,105,48,일성아파트
3356,105,49,천안고등학교
3357,105,50,천고사거리
3358,105,51,공작아파트 입구
3359,105,52,천안역 서부광장
3360,106,1,충남예술고등학교
3361,106,2,성거도서관
3362,106,3,천흥리
3363,106,4,수청거리
3364,106,5,아느칸빌아파트
3365,106,6,천흥공단
3366,106,7,청호포도마을아파트
3367,106,8,성거포도마을아파트
3368,106,9,성거읍행정복지센터
3369,106,10,송남리
3370,106,11,문덕1리입구
3371,106,12,문덕리
3372,106,13,충청연수원 입구
3373,106,14,소우리입구
3374,106,15,벽산아파트
3375,106,16,서북구청
3376,106,17,직산읍행정복지센터
3377,106,18,직산사거리
3378,106,19,직산역입구
3379,106,20,신당동
3380,106,21,농산물도매시장
3381,106,22,천안상업고등학교(e편한세상천안부성아파트)
3382,106,23,공주대공과대학
3383,106,24,부성1동행정복지센터
3384,106,25,한기대(두정)
3385,106,26,두정대우3차아파트
3386,106,27,두정우남아파트
3387,106,28,주공8단지아파트
3388,106,29,두정대우1차아파트
3389,106,30,두정대림아파트
3390,106,31,두정양돈농협
3391,106,32,성정중학교
3392,106,33,성정현대아파트
3393,106,34,성정선경아파트
3394,106,35,구상골사거리
3395,106,36,성정동 전자랜드
3396,106,37,봉명 청솔아파트
3397,106,38,계광중학교
3398,106,39,천안여상입구
3399,106,40,쌍용패션거리
3400,106,41,쌍용동사거리
3401,106,42,쌍용초등학교
3402,106,43,용암마을
3403,106,44,쌍용동맘마마트
3404,106,45,나사렛대학교
3405,106,46,방아다리공원
3406,107,1,방아다리공원
3407,107,2,나사렛대학교
3408,107,3,쌍용동맘마마트
3409,107,4,용암마을
3410,107,5,쌍용한라동백아파트
3411,107,6,쌍용동사거리
3412,107,7,쌍용패션거리
3413,107,8,천안여상입구
3414,107,9,계광중학교
3415,107,10,대우5차아파트
