정류장번호,정류장명,위도,경도,도시코드,도시명,주소
CAB285001397,홍익주유소,36.88038961,127.12244574,34010,천안시,"상덕로, 직산읍, 서북구, 천안시, 충청남도, 31029, 대한민국"
CAB285001398,유원빌라,36.87522013,127.13473114,34010,천안시,"부송로, 직산읍, 서북구, 천안시, 충청남도, 31038, 대한민국"
CAB285001399,유원빌라,36.87513899,127.1343174,34010,천안시,"부송로, 직산읍, 서북구, 천안시, 충청남도, 31038, 대한민국"
CAB285001400,소우리,36.8699882,127.1713011,34010,천안시,"소우문덕길, 성거읍, 서북구, 천안시, 충청남도, 31047, 대한민국"
CAB285001401,신월저수지,36.87209461,127.16070741,34010,천안시,"신월길, 성거읍, 서북구, 천안시, 충청남도, 31050, 대한민국"
CAB285001402,업성동입구,36.85948462,127.14257741,34010,천안시,"번영로, 업성동, 서북구, 천안시, 충청남도, 31076, 대한민국"
CAB285001403,업성4통,36.8660071,127.1301154,34010,천안시,"모시1길, 업성동, 직산읍, 서북구, 천안시, 충청남도, 31039, 대한민국"
CAB285001405,밤개울,36.84159282,127.09789311,34010,천안시,"산동로, 산동리, 아산시, 충청남도, 31418, 대한민국"
CAB285001406,밤개울,36.8412534,127.09748867,34010,천안시,"산동로, 산동리, 아산시, 충청남도, 31418, 대한민국"
CAB285001412,휴대리배방농협,36.78079237,127.11351521,34010,천안시,"휴대리, 아산시, 충청남도, 31472, 대한민국"
CAB285001413,휴대2리,36.7778755,127.1073421,34010,천안시,"휴대세교길43번길, 휴대리, 아산시, 충청남도, 31472, 대한민국"
CAB285001422,구룡2통,36.7665616,127.1382016,34010,천안시,"구룡2통경로당, 배울1길, 구룡동, 동남구, 천안시, 충청남도, 31207, 대한민국"
CAB285001424,대덕1리,36.6954397,127.0919768,34010,천안시,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
CAB285001425,지장2리,36.67912466,127.07680408,34010,천안시,"왕승길, 동남구, 천안시, 충청남도, 31220, 대한민국"
CAB285001426,지장2리,36.6730431,127.0729321,34010,천안시,"지장길, 동남구, 천안시, 충청남도, 31220, 대한민국"
CAB285001427,지장2리,36.67297315,127.07320611,34010,천안시,"서리실길, 동남구, 천안시, 충청남도, 31220, 대한민국"
CAB285001428,보산원4리,36.68858291,127.08535114,34010,천안시,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
CAB285001429,전의읍내리(종점),36.6790322,127.208466,34010,천안시,"상교동1길, 전의면, 세종, 30004, 대한민국"
CAB285001433,미죽1리,36.7398706,127.1536038,34010,천안시,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
CAB285001434,미죽1리,36.7396329,127.1537046,34010,천안시,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
CAB285001435,목골,36.7394661,127.2217246,34010,천안시,"약수로, 동남구, 천안시, 충청남도, 31245, 대한민국"
CAB285001436,목골,36.7394213,127.2218592,34010,천안시,"약수로, 동남구, 천안시, 충청남도, 31245, 대한민국"
CAB285001437,대흥리,36.72846246,127.22858091,34010,천안시,"대흥1길, 동남구, 천안시, 충청남도, 31245, 대한민국"
CAB285001439,수신삼거리,36.729426,127.2796953,34010,천안시,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
CAB285001440,수신삼거리,36.7293109,127.2798625,34010,천안시,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
CAB285001441,수신면,36.7313817,127.2873424,34010,천안시,"발산길, 동남구, 천안시, 충청남도, 31251, 대한민국"
CAB285001442,수신면,36.73129395,127.28719562,34010,천안시,"발산길, 동남구, 천안시, 충청남도, 31251, 대한민국"
CAB285001444,장송1리,36.7850679,127.3754241,34010,천안시,"장송죽계길, 동남구, 천안시, 충청남도, 27827, 대한민국"
CAB285001445,바타니(종점),36.81459451,127.36395731,34010,천안시,"덕성1길, 동남구, 천안시, 충청남도, 27825, 대한민국"
CAB285001446,의관동,36.8173705,127.315817,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285001447,의관동,36.8173798,127.31603,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285001448,관성2리마을회관,36.82119345,127.32376924,34010,천안시,"관성4길, 동남구, 천안시, 충청남도, 27825, 대한민국"
CAB285001449,관성3리회관,36.8106659,127.3326667,34010,천안시,"관성3길, 동남구, 천안시, 충청남도, 27825, 대한민국"
CAB285001450,관성3리회관,36.81073133,127.33255574,34010,천안시,"관성3길, 동남구, 천안시, 충청남도, 27825, 대한민국"
CAB285001451,관성리(종점),36.8171723,127.3408654,34010,천안시,"관성3길, 동남구, 천안시, 충청남도, 27825, 대한민국"
CAB285001452,신촌(개미기),36.7743326,127.3024717,34010,천안시,"병천4길, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285001453,신촌(개미기),36.7742691,127.302203,34010,천안시,"개목고개길, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285001454,서원리(종점),36.7794123,127.2959891,34010,천안시,"병천5길, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285001455,곡대(종점),36.8793958,127.2943982,34010,천안시,"대평4길, 동남구, 천안시, 충청남도, 27824, 대한민국"
CAB285001456,주성레이크빌아파트,36.910373,127.2504021,34010,천안시,"1909-3, 위례성로, 입장면, 서북구, 천안시, 충청남도, 31056, 대한민국"
CAB285001457,청룡(종점),36.90595628,127.27833573,34010,천안시,"청룡, 성진로, 입장면, 서북구, 천안시, 충청남도, 17609, 대한민국"
CAB285001459,입장회차지,36.914412,127.2300119,34010,천안시,"성진로, 입장면, 서북구, 천안시, 충청남도, 31061, 대한민국"
CAB285001460,입장중학교,36.919963,127.2194298,34010,천안시,"입장중학교, 36, 연곡길, 입장면, 서북구, 천안시, 충청남도, 31027, 대한민국"
CAB285001461,입장중학교,36.91978744,127.21971405,34010,천안시,"입장중학교, 36, 연곡길, 입장면, 서북구, 천안시, 충청남도, 31027, 대한민국"
CAB285001463,유리3리,36.92267365,127.21244123,34010,천안시,"연곡길, 입장면, 서북구, 천안시, 충청남도, 31027, 대한민국"
CAB285001464,가산2리,36.9323465,127.1971432,34010,천안시,"연곡길, 입장면, 서북구, 천안시, 충청남도, 17602, 대한민국"
CAB285001465,가산2리경로당,36.93249297,127.19736074,34010,천안시,"연곡길, 입장면, 서북구, 천안시, 충청남도, 17602, 대한민국"
CAB285001466,효계리(효아촌),36.9029401,127.2268511,34010,천안시,"위례산길, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285001467,효계리(효아촌),36.90259506,127.22720304,34010,천안시,"위례산길, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285001468,호당리,36.8842913,127.2378758,34010,천안시,"입장면, 서북구, 천안시, 충청남도, 31056, 대한민국"
CAB285001469,수리고개,36.89614799,127.21410907,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
CAB285001470,수리고개,36.89567465,127.21340241,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
CAB285001471,극락정사,36.8920896,127.21060907,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
CAB285001472,극락정사,36.89249631,127.21127241,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
CAB285001473,수청거리,36.87851965,127.2039614,34010,천안시,"수청거리, 성거길, 성거읍, 서북구, 천안시, 충청남도, 31045, 대한민국"
CAB285001474,수청거리,36.8787463,127.20440573,34010,천안시,"수청거리, 성거길, 성거읍, 서북구, 천안시, 충청남도, 31045, 대한민국"
CAB285001475,성환E-편한세상,36.90177963,127.13132241,34010,천안시,"성환1로, 성환읍, 서북구, 천안시, 충청남도, 31019, 대한민국"
CAB285001476,성환e편한세상,36.90125455,127.13158985,34010,천안시,"성환1로, 성환읍, 서북구, 천안시, 충청남도, 31019, 대한민국"
CAB285001477,옹골부락,36.8293063,127.16554241,34010,천안시,"단대로, 동남구, 천안시, 충청남도, 31115, 대한민국"
CAB285001478,단국대학교,36.83519294,127.16890965,34010,천안시,"단국대학교 천안캠퍼스, 119, 단대로, 동남구, 천안시, 충청남도, 31116, 대한민국"
CAB285001481,아랫말,36.81361963,127.17551741,34010,천안시,"태조산길, 유량동, 동남구, 천안시, 충청남도, 31068, 대한민국"
CAB285001482,대전충남양계축협,36.8081761,127.1614679,34010,천안시,"원성천1길, 원성동, 동남구, 천안시, 충청남도, 31132, 대한민국"
CAB285001483,두정역푸르지오,36.83230796,127.15088908,34010,천안시,"두정역푸르지오, 두정로, 두정동, 서북구, 천안시, 충청남도, 31111, 대한민국"
CAB285001484,한기대(두정),36.8391863,127.14214574,34010,천안시,"삼성대로, 두정동, 서북구, 천안시, 충청남도, 31101, 대한민국"
CAB285001485,두정대우3차아파트,36.83879962,127.14376907,34010,천안시,"삼성대로, 두정동, 서북구, 천안시, 충청남도, 31102, 대한민국"
CAB285001486,천안우체국,36.8302613,127.1341373,34010,천안시,"푸른교회, 60, 오성로, 두정동, 서북구, 천안시, 충청남도, 31108, 대한민국"
CAB285001487,두정고등학교,36.83394293,127.13254241,34010,천안시,"두정고등학교, 두정로, 두정동, 서북구, 천안시, 충청남도, 31107, 대한민국"
CAB285001488,두정대우5차아파트,36.83410081,127.12903765,34010,천안시,"두정대우5차A, 두정로, 두정동, 서북구, 천안시, 충청남도, 31089, 대한민국"
CAB285001489,두정대우5차아파트,36.83384512,127.12915873,34010,천안시,"두정대우5차A, 두정로, 두정동, 서북구, 천안시, 충청남도, 31089, 대한민국"
CAB285001490,두정세광아파트,36.82930045,127.12719198,34010,천안시,"두정세광아파트, 노태산로, 두정동, 서북구, 천안시, 충청남도, 31098, 대한민국"
CAB285001491,두정세광아파트,36.82923299,127.12744241,34010,천안시,"두정세광아파트, 노태산로, 두정동, 서북구, 천안시, 충청남도, 31098, 대한민국"
CAB285001492,두정부경아파트,36.82692875,127.12713208,34010,천안시,"36-17, 한들3로, 백석동, 서북구, 천안시, 충청남도, 31098, 대한민국"
CAB285001493,두정부경아파트,36.82681797,127.12739408,34010,천안시,"102, 19, 늘푸른1길, 두정동, 서북구, 천안시, 충청남도, 31099, 대한민국"
CAB285001494,백석종합상가,36.82208647,127.12459172,34010,천안시,"백석동, 서북구, 천안시, 충청남도, 대한민국"
CAB285001495,백석종합상가,36.82225226,127.12492357,34010,천안시,"백석동, 서북구, 천안시, 충청남도, 대한민국"
CAB285001496,백석초등학교,36.8205491,127.12008238,34010,천안시,"백석2길, 백석동, 서북구, 천안시, 충청남도, 31158, 대한민국"
CAB285001497,백석초등학교,36.82076373,127.12076394,34010,천안시,"천안백석초등학교, 98, 백석3로, 백석동, 서북구, 천안시, 충청남도, 31158, 대한민국"
CAB285001498,주공그린빌3차아파트,36.819102,127.11968945,34010,천안시,"백석2길, 백석동, 서북구, 천안시, 충청남도, 31158, 대한민국"
CAB285001499,백석호반2차아파트,36.81925199,127.1199854,34010,천안시,"백석2길, 백석동, 서북구, 천안시, 충청남도, 31158, 대한민국"
CAB285001500,백석11단지,36.81876387,127.11790863,34010,천안시,"백석2길, 백석동, 서북구, 천안시, 충청남도, 31158, 대한민국"
CAB285001501,백석호반1차아파트,36.81835357,127.11893377,34010,천안시,"백석2길, 백석동, 서북구, 천안시, 충청남도, 31158, 대한민국"
CAB285001502,천안시청,36.81625965,127.11459907,34010,천안시,"천안시청, 시청로, 불당동, 서북구, 천안시, 충청남도, 31162, 대한민국"
CAB285001503,천안시청,36.81607966,127.11450452,34010,천안시,"불당동, 서북구, 천안시, 충청남도, 31162, 대한민국"
CAB285001504,천안시청시의회,36.81569869,127.11234494,34010,천안시,"불당동, 서북구, 천안시, 충청남도, 31162, 대한민국"
CAB285001505,천안시청시의회,36.81592336,127.11267692,34010,천안시,"천안시청직장어린이집, 156, 번영로, 불당동, 서북구, 천안시, 충청남도, 31162, 대한민국"
CAB285001506,불당아이파크,36.80875251,127.1107399,34010,천안시,"불당아이파크, 불당4로, 불당동, 서북구, 천안시, 충청남도, 31163, 대한민국"
CAB285001507,불당동일하이빌2단지,36.80850635,127.11090517,34010,천안시,"불당4로, 불당동, 서북구, 천안시, 충청남도, 31163, 대한민국"
CAB285001508,불당대동아파트108동앞,36.80647705,127.11201439,34010,천안시,"봉서산로, 불당동, 쌍용3동, 서북구, 천안시, 충청남도, 31164, 대한민국"
CAB285001509,불당동일하이빌3단지,36.80681537,127.11152288,34010,천안시,"불당동일하이빌3단지, 봉서산로, 불당동, 서북구, 천안시, 충청남도, 31164, 대한민국"
CAB285001510,불당호반아파트,36.80550394,127.11610221,34010,천안시,"불당호반A, 봉서산로, 불당동, 쌍용3동, 서북구, 천안시, 충청남도, 31165, 대한민국"
CAB285001512,쌍용중학교,36.8038458,127.1211998,34010,천안시,"쌍용중학교, 쌍용3길, 쌍용3동, 서북구, 천안시, 충청남도, 31166, 대한민국"
CAB285001513,주공9단지,36.80415237,127.1212552,34010,천안시,"늘사랑유치원, 봉서산로, 쌍용3동, 서북구, 천안시, 충청남도, 31166, 대한민국"
CAB285001514,쌍용3동행정복지센터,36.8032196,127.1187602,34010,천안시,"쌍용3동, 서북구, 천안시, 충청남도, 31166, 대한민국"
CAB285001515,쌍용3동행정복지센터,36.8031025,127.11898087,34010,천안시,"쌍용3동 행정복지센터, 138, 월봉로, 쌍용3동, 서북구, 천안시, 충청남도, 31166, 대한민국"
CAB285001516,쌍용현대1차아파트,36.79518261,127.1313476,34010,천안시,"새말3길, 쌍용1동, 서북구, 천안시, 충청남도, 31181, 대한민국"
CAB285001517,쌍용현대2차아파트,36.79512453,127.13220553,34010,천안시,"새말4길, 쌍용1동, 서북구, 천안시, 충청남도, 31181, 대한민국"
CAB285001518,쌍용극동아파트(충무병원정문),36.7968126,127.13214,34010,천안시,"충무병원 주차장, 42, 새말4길, 쌍용1동, 서북구, 천안시, 충청남도, 31181, 대한민국"
CAB285001519,천안역 서부광장,36.8095435,127.1450086,34010,천안시,"천안역서부광장, 천안천4길, 와촌동, 서북구, 천안시, 충청남도, 31145, 대한민국"
CAB285001520,천안역 서부광장,36.8096067,127.1450476,34010,천안시,"천안천4길, 와촌동, 서북구, 천안시, 충청남도, 31145, 대한민국"
CAB285001521,화이트스톤,36.83114632,127.10887574,34010,천안시,"백석공단7로, 백석동, 서북구, 천안시, 충청남도, 31092, 대한민국"
CAB285001522,STS,36.83101965,127.10912639,34010,천안시,"백석공단7로, 백석동, 서북구, 천안시, 충청남도, 31092, 대한민국"
CAB285001523,천정2리,36.7598273,127.2113167,34010,천안시,"동남구, 천안시, 충청남도, 31234, 대한민국"
CAB285001524,발산리입구,36.7249107,127.3040632,34010,천안시,"발산4길, 동남구, 천안시, 충청남도, 31251, 대한민국"
CAB285001525,발산리입구,36.7248068,127.3039179,34010,천안시,"발산4길, 동남구, 천안시, 충청남도, 31251, 대한민국"
CAB285001526,황사동,36.7782992,127.3500455,34010,천안시,"동산1길, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285001527,황사동,36.778155,127.3500962,34010,천안시,"동산1길, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285001528,광덕1리,36.7883254,127.3472296,34010,천안시,"광덕1길, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285001529,동산리,36.7857507,127.3566088,34010,천안시,"동산행암길, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285001530,동산리,36.78542784,127.3565762,34010,천안시,"동산2길, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285001531,행암리(종점),36.80463937,127.35436739,34010,천안시,"행암길, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285001532,행암리,36.8028094,127.3551869,34010,천안시,"동산행암길, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285001533,행암리,36.8027194,127.355316,34010,천안시,"동산행암길, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285001535,상동리,36.7703931,127.2597928,34010,천안시,"충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
CAB285001536,전곡리(길마제),36.85064172,127.26684599,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285001537,납안1리,36.8554603,127.2666143,34010,천안시,"납안교, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285001540,호당1리,36.8850546,127.23320241,34010,천안시,"위례산길, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285001541,호당1리,36.8848893,127.2331829,34010,천안시,"위례산길, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285001542,시장리(전원주택단지),36.897671,127.2295636,34010,천안시,"위례산길, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285001543,시장리(전원주택단지),36.8976722,127.2292886,34010,천안시,"시장리2길, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285001544,천정2리,36.7597728,127.2111488,34010,천안시,"동남구, 천안시, 충청남도, 31234, 대한민국"
CAB285001545,용원1리,36.7471151,127.2141077,34010,천안시,"도장로, 동남구, 천안시, 충청남도, 31225, 대한민국"
CAB285001546,매송1리(느러니),36.8058637,127.27400902,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285001548,상동2리,36.770451,127.2630803,34010,천안시,"충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
CAB285001555,문덕리,36.8789115,127.1811532,34010,천안시,"봉주로, 성거읍, 서북구, 천안시, 충청남도, 31047, 대한민국"
CAB285001556,충청연수원 정문,36.8823878,127.1739131,34010,천안시,"남산2길, 직산읍, 서북구, 천안시, 충청남도, 31047, 대한민국"
CAB285001557,충청연수원 정문,36.882369,127.17376267,34010,천안시,"남산2길, 직산읍, 서북구, 천안시, 충청남도, 31047, 대한민국"
CAB285001558,신덕1리,36.91294292,127.21401954,34010,천안시,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
CAB285001559,신덕1리,36.9131026,127.21339054,34010,천안시,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
CAB285001560,가산1리,36.93700461,127.19493575,34010,천안시,"연곡길, 입장면, 서북구, 천안시, 충청남도, 17602, 대한민국"
CAB285001561,가산1리,36.93694337,127.19474104,34010,천안시,"CU, 연곡길, 입장면, 서북구, 천안시, 충청남도, 17602, 대한민국"
CAB285001562,연곡1리(연봉입구),36.9564564,127.1815659,34010,천안시,"연곡길, 입장면, 서북구, 천안시, 충청남도, 17602, 대한민국"
CAB285001563,연곡1리(연봉입구),36.9565287,127.1816218,34010,천안시,"연곡길, 입장면, 서북구, 천안시, 충청남도, 17602, 대한민국"
CAB285001564,수향2리(무내),36.94628237,127.14933766,34010,천안시,"연암로, 성환읍, 서북구, 천안시, 충청남도, 31005, 대한민국"
CAB285001565,성환10리,36.92068658,127.12880428,34010,천안시,"성환17길, 성환읍, 서북구, 천안시, 충청남도, 31013, 대한민국"
CAB285001566,성환10리,36.92048793,127.12899965,34010,천안시,"신방로, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
CAB285001567,신가2리,36.9514765,127.1142589,34010,천안시,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
CAB285001568,신가2리,36.95139439,127.11426881,34010,천안시,"성환신흥1길, 성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
CAB285001569,와룡1리,36.9514031,127.104291,34010,천안시,"와우1길, 성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
CAB285001570,와룡1리,36.9514665,127.1043806,34010,천안시,"와우1길, 성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
CAB285001571,와룡리입구,36.9518539,127.112516,34010,천안시,"와우1길, 성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
CAB285001572,와룡리입구,36.9519089,127.1127909,34010,천안시,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
CAB285001573,홍익주유소,36.8804012,127.12219296,34010,천안시,"홍익주유소, 상덕로, 직산읍, 서북구, 천안시, 충청남도, 31029, 대한민국"
CAB285001574,차암2통,36.8400851,127.0995985,34010,천안시,"성암교회, 50, 3공단6로, 차암동, 서북구, 천안시, 충청남도, 31085, 대한민국"
CAB285001575,동산2리,36.8273469,127.0745409,34010,천안시,"동산로, 동산리, 아산시, 충청남도, 31458, 대한민국"
CAB285001580,광덕1리,36.67219695,127.04540372,34010,천안시,"해수길, 동남구, 천안시, 충청남도, 31220, 대한민국"
CAB285001585,구룡1통,36.7636662,127.1549287,34010,천안시,"용평1길, 구룡동, 동남구, 천안시, 충청남도, 31212, 대한민국"
CAB285001587,구성5통,36.79237965,127.17348574,34010,천안시,"정골1길, 구성동, 동남구, 천안시, 충청남도, 31070, 대한민국"
CAB285001588,신성미소지움아파트,36.79281465,127.16488075,34010,천안시,"천안대로, 구성동, 동남구, 천안시, 충청남도, 31195, 대한민국"
CAB285001589,삼룡교,36.7978865,127.1594619,34010,천안시,"충절로, 구성동, 동남구, 천안시, 충청남도, 31187, 대한민국"
CAB285001590,영성로,36.7984753,127.1508314,34010,천안시,"한일철재, 3, 영성로, 사직동, 동남구, 천안시, 충청남도, 31130, 대한민국"
CAB285001591,동남구보건소,36.8083113,127.1505244,34010,천안시,"버들로, 문화동, 동남구, 천안시, 충청남도, 31131, 대한민국"
CAB285001592,동말,36.81122794,127.16796241,34010,천안시,"태조산길, 유량동, 동남구, 천안시, 충청남도, 31068, 대한민국"
CAB285001593,동말,36.81106469,127.16789285,34010,천안시,"원성동, 동남구, 천안시, 충청남도, 31125, 대한민국"
CAB285001594,안서동보아파트,36.8309613,127.17799908,34010,천안시,"각원사길, 안서동, 동남구, 천안시, 충청남도, 31066, 대한민국"
CAB285001595,단국대치대병원,36.83703799,127.17435407,34010,천안시,"망향로, 동남구, 천안시, 충청남도, 31116, 대한민국"
CAB285001596,백석문화대,36.83963095,127.17926071,34010,천안시,"문암로, 안서동, 동남구, 천안시, 충청남도, 31065, 대한민국"
CAB285001597,백석대목양관,36.84120464,127.18280559,34010,천안시,"백석대학교, 1, 문암로, 안서동, 동남구, 천안시, 충청남도, 31065, 대한민국"
CAB285001598,백석대학교(운동장),36.84076694,127.18530613,34010,천안시,"백석대학교, 1, 문암로, 안서동, 동남구, 천안시, 충청남도, 31065, 대한민국"
CAB285001599,부성1동행정복지센터,36.84380965,127.15411075,34010,천안시,"천안대로, 신당동, 서북구, 천안시, 충청남도, 31084, 대한민국"
CAB285001600,신당고등학교,36.85169318,127.15828336,34010,천안시,"33, 신당새터2길, 신당동, 서북구, 천안시, 충청남도, 31083, 대한민국"
CAB285001601,신당고등학교,36.85185128,127.15863908,34010,천안시,"천안신당고등학교, 36, 신당새터2길, 신당동, 서북구, 천안시, 충청남도, 31083, 대한민국"
CAB285001602,롯데푸드,36.84984025,127.1179884,34010,천안시,"19, 2공단4로, 차암동, 서북구, 천안시, 충청남도, 31075, 대한민국"
CAB285001603,롯데푸드,36.84999461,127.11811408,34010,천안시,"19, 2공단4로, 차암동, 서북구, 천안시, 충청남도, 31075, 대한민국"
CAB285001604,차암1통,36.85232086,127.1152517,34010,천안시,"수레터1길, 차암동, 서북구, 천안시, 충청남도, 31075, 대한민국"
CAB285001605,성정중학교,36.830418,127.1367349,34010,천안시,"태상빌딩, 85, 오성로, 두정동, 서북구, 천안시, 충청남도, 31107, 대한민국"
CAB285001606,국민은행 성정점,36.81485298,127.13479407,34010,천안시,"쌍용대로, 성정2동, 서북구, 천안시, 충청남도, 31109, 대한민국"
CAB285001609,광풍중학교,36.71450298,127.11786907,34010,천안시,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
CAB285001610,소사리,36.7352547,127.1716401,34010,천안시,"학수소사길, 동남구, 천안시, 충청남도, 30001, 대한민국"
CAB285001611,신덕리(보랫골),36.6859588,127.1385885,34010,천안시,"광덕로, 동남구, 천안시, 충청남도, 31223, 대한민국"
CAB285001612,성환역,36.91556296,127.12817074,34010,천안시,"성환역, 성환1로, 성환읍, 서북구, 천안시, 충청남도, 31014, 대한민국"
CAB285001614,신흥마을,36.7788325,127.1177548,34010,천안시,"휴대길, 휴대리, 아산시, 충청남도, 31209, 대한민국"
CAB285001615,휴대1리,36.77449663,127.11895928,34010,천안시,"휴대길, 휴대리, 아산시, 충청남도, 31209, 대한민국"
CAB285001617,남관리(농협),36.753097,127.1273265,34010,천안시,"풍세로, 동남구, 천안시, 충청남도, 31474, 대한민국"
CAB285001618,풍세면행정복지센터,36.7223251,127.1193676,34010,천안시,"풍년길, 동남구, 천안시, 충청남도, 31217, 대한민국"
CAB285001619,미죽2리마을회관,36.7436172,127.1586388,34010,천안시,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
CAB285001620,도장리,36.7468946,127.1799135,34010,천안시,"도장초등학교, 73, 도장1길, 동남구, 천안시, 충청남도, 31225, 대한민국"
CAB285001621,코리아웨코스다㈜,36.8607477,127.1050776,34010,천안시,"금곡로, 마정산업단지, 직산읍, 서북구, 천안시, 충청남도, 31418, 대한민국"
CAB285001622,청호4차아파트,36.87509909,127.138172,34010,천안시,"부송1길, 직산읍, 서북구, 천안시, 충청남도, 31038, 대한민국"
CAB285001624,자은가리,36.87907633,127.12427948,34010,천안시,"부송로, 직산읍, 서북구, 천안시, 충청남도, 31038, 대한민국"
CAB285001625,승천삼거리,36.76969604,127.20602299,34010,천안시,"성남로, 동남구, 천안시, 충청남도, 31234, 대한민국"
CAB285001627,대흥리,36.7355075,127.2375402,34010,천안시,"대흥1길, 동남구, 천안시, 충청남도, 31245, 대한민국"
CAB285001628,화성3리,36.75485819,127.26450556,34010,천안시,"5산단로, 동남구, 천안시, 충청남도, 31253, 대한민국"
CAB285001629,화성3리,36.7522888,127.2657139,34010,천안시,"5산단로, 동남구, 천안시, 충청남도, 31253, 대한민국"
CAB285001630,신풍3리(신암),36.7275642,127.2649368,34010,천안시,"동남구, 천안시, 충청남도, 31251, 대한민국"
CAB285001632,수신면행정복지센터,36.7307862,127.2815807,34010,천안시,"수신보건지소, 436, 수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
CAB285001633,남산,36.73159197,127.29687251,34010,천안시,"장산서길, 동남구, 천안시, 충청남도, 31252, 대한민국"
CAB285001634,장산3리(송내),36.7453799,127.289366,34010,천안시,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
CAB285001635,장산4리,36.74680173,127.29095126,34010,천안시,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
CAB285001636,가전3리,36.7565979,127.2848249,34010,천안시,"가전8길, 동남구, 천안시, 충청남도, 31252, 대한민국"
CAB285001637,도원1리,36.76996461,127.30871242,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285001638,매성3리(매당마을),36.79959839,127.31917751,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285001639,작성마을,36.80294703,127.31998267,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285001640,납안2리,36.8533928,127.2513144,34010,천안시,"납안3길, 입장면, 동남구, 천안시, 충청남도, 31044, 대한민국"
CAB285001641,덕전1리,36.8094604,127.2214457,34010,천안시,"동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285001642,덕전1리(심평마을),36.808703,127.2156804,34010,천안시,"덕전1길, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285001643,희망의마을,36.79690052,127.23209224,34010,천안시,"교촌1길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285001644,신광교회,36.7894234,127.2344513,34010,천안시,"94, 서리1길, 동남구, 천안시, 충청남도, 31231, 대한민국"
